"","title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short","scale.rating","cluster.labels"
"1365","Rushmore",1998,93,10000000,7.7,22209,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"R",0,0,1,1,0,1,0,1.36809546470516,1
"1366","Ryan's Daughter",1970,202,15000000,7.4,965,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,1,0,1.13607502448782,1
"1367","S.W.A.T.",2003,117,80000000,5.9,12732,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,-0.0240271765988843,1
"1368","Sabrina",1995,127,58000000,6.1,7547,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",0,0,1,1,0,1,0,0.130653116879343,1
"1369","Safe Men",1998,88,1000000,6.1,590,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,1,0,0,0,0,0.130653116879343,1
"1370","Sahara",2005,124,130000000,5.8,3004,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",1,0,1,0,0,0,0,-0.101367323337998,1
"1371","Saint, The",1997,116,70000000,5.7,12591,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,1,0,-0.178707470077112,1
"1372","Saints and Soldiers",2003,90,780000,6.9,689,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,24.5,"PG-13",1,0,0,1,0,0,0,0.749374290792253,1
"1373","Salton Sea, The",2002,107,18000000,7.2,5070,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,0.981394731009594,1
"1374","Samsara",2001,138,3000000,7.6,636,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",1,0,0,1,0,1,0,1.29075531796605,1
"1375","Sand Pebbles, The",1966,193,12000000,7.6,1773,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG-13",0,0,0,1,0,1,0,1.29075531796605,1
"1376","Sangre eterna",2002,108,25000,4.6,148,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0,-1.02944908420736,2
"1377","Santa sangre",1989,123,787000,7.2,1165,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"R",0,0,0,1,0,0,0,0.981394731009594,1
"1378","Saturn",1999,94,350000,5.5,43,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,34.5,"R",0,0,0,1,0,0,0,-0.333387763555339,2
"1379","Savage",1995,99,5000000,4.1,93,24.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,0,14.5,"R",1,0,0,0,0,0,0,-1.41614981790293,2
"1380","Save the Last Dance",2001,112,13000000,6.1,7613,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0,0.130653116879343,1
"1381","Saved!",2004,92,5000000,7.1,6504,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,0,0,0.904054584270479,1
"1382","Saving Private Ryan",1998,170,70000000,8.3,100267,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"R",1,0,0,1,0,0,0,1.83213634513984,1
"1383","Saving Silverman",2001,96,22000000,5.4,6684,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0,-0.410727910294453,2
"1384","Savior",1998,104,10000000,7.2,1775,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,0.981394731009594,1
"1385","Saw",2004,100,1200000,7.5,17191,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,0,0,0,0,1.21341517122693,1
"1386","Say It Isn't So",2001,93,25000000,4.6,3144,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0,-1.02944908420736,2
"1387","Scarlet Letter, The",1995,135,50000000,4.4,2426,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,1,0,-1.18412937768559,2
"1388","Scary Movie",2000,88,19000000,5.5,23293,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0,-0.333387763555339,2
"1389","Scary Movie 2",2001,83,45000000,4.2,12035,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0,-1.33880967116382,2
"1390","Scary Movie 3",2003,84,45000000,5.3,9225,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-0.488068057033567,2
"1391","Schindler's List",1993,195,25000000,8.8,97667,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",0,0,0,1,0,0,0,2.21883707883541,1
"1392","School of Rock, The",2003,108,20000000,7.4,16452,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,0,0,0,0,1.13607502448782,1
"1393","Scooby-Doo",2002,86,84000000,4.8,9618,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-0.874768790729135,2
"1394","Score, The",2001,124,68000000,6.8,16106,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"R",0,0,0,1,0,0,0,0.672034144053138,1
"1395","Scorpion King, The",2002,92,60000000,5.3,10111,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0,-0.488068057033567,2
"1396","Scream",1996,111,15000000,7,43652,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0,0.826714437531366,1
"1397","Scream 2",1997,120,24000000,5.9,21533,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.0240271765988843,1
"1398","Scream 3",2000,116,40000000,5.4,15403,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.410727910294453,2
"1399","Screamers",1995,108,11000000,5.6,2725,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.256047616816226,2
"1400","Screwed",2000,78,10000000,4.8,1592,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-0.874768790729135,2
"1401","Se7en",1995,127,30000000,8.4,88371,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0,1.90947649187896,1
"1402","Sea Ghost",2004,90,1500000,3.7,10,24.5,0,34.5,0,24.5,0,14.5,14.5,0,14.5,"R",0,0,0,0,0,0,0,-1.72551040485939,2
"1403","Seabiscuit",2003,141,86000000,7.5,11552,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,24.5,4.5,"PG-13",0,0,0,1,0,0,0,1.21341517122693,1
"1404","Search and Destroy",1995,90,4000000,5,402,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0,-0.720088497250908,2
"1405","Searching for Debra Winger",2002,97,600000,5.6,301,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,1,0,0,-0.256047616816226,2
"1406","Secondhand Lions",2003,120,30000000,7.4,5543,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG",0,0,1,1,0,0,0,1.13607502448782,1
"1407","Secret Kingdom, The",1998,90,800000,3.9,47,14.5,4.5,14.5,4.5,24.5,14.5,4.5,4.5,0,4.5,"PG",0,0,0,0,0,0,0,-1.57083011138116,2
"1408","Secret Window",2004,96,40000000,6.3,13260,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0,0.28533341035757,1
"1409","Secrets & Lies",1996,136,4500000,7.9,7747,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,1,1,0,0,0,1.52277575818339,1
"1410","See Spot Run",2001,94,16000000,5,1193,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-0.720088497250908,2
"1411","Seed of Chucky",2004,87,12000000,5.1,1342,14.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,24.5,"R",0,0,1,0,0,0,0,-0.642748350511794,2
"1412","Selena",1997,127,20000000,6.1,2870,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG",0,0,0,1,0,0,0,0.130653116879343,1
"1413","Sense and Sensibility",1995,136,16500000,7.7,13904,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG",0,0,1,1,0,1,0,1.36809546470516,1
"1414","Serendipity",2001,90,28000000,6.6,10795,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0,0.517353850574911,1
"1415","Serial Mom",1994,95,13000000,6.3,4750,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0,0.28533341035757,1
"1416","Serpent's Kiss, The",1997,104,13000000,5.3,368,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,-0.488068057033567,2
"1417","Serpent's Lair",1995,90,4000000,4.1,118,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0,-1.41614981790293,2
"1418","Serving Sara",2002,99,29000000,4.6,2990,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,-1.02944908420736,2
"1419","Session 9",2001,97,1500000,6.6,3718,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,0.517353850574911,1
"1420","Set It Off",1996,123,9000000,6.1,1619,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,1,0,0,0,0.130653116879343,1
"1421","Seven Years in Tibet",1997,139,70000000,6.6,9426,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0,0.517353850574911,1
"1422","Sgt. Bilko",1996,93,39000000,5.1,3712,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-0.642748350511794,2
"1423","Shade",2003,101,6800000,6.5,1616,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,0.440013703835798,1
"1424","Shadow Conspiracy",1997,103,45000000,4.5,1078,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0,-1.10678923094648,2
"1425","Shaft",2000,99,46000000,6,13742,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0,0.0533129701402291,1
"1426","Shakes the Clown",1992,87,1400000,5.5,838,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"R",0,0,1,0,0,0,0,-0.333387763555339,2
"1427","Shakespeare in Love",1998,122,25000000,7.5,41999,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,1,1,0,1,0,1.21341517122693,1
"1428","Shall We Dance",2004,106,40000000,6,3479,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0,0.0533129701402291,1
"1429","Shallow Grave",1994,93,2500000,7.4,9401,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.13607502448782,1
"1430","Shallow Hal",2001,113,40000000,6.1,13217,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,0.130653116879343,1
"1431","Shanghai Knights",2003,114,50000000,6.3,7279,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,0.28533341035757,1
"1432","Shanghai Noon",2000,110,55000000,6.7,12258,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,0.594693997314025,1
"1433","Shape of Things, The",2003,96,4000000,6.9,1816,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0,0.749374290792253,1
"1434","Shark Tale",2004,90,75000000,5.9,7819,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",1,1,1,0,0,0,0,-0.0240271765988843,1
"1435","Shattered Glass",2003,95,6000000,7.5,4108,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0,1.21341517122693,1
"1436","Shaun of the Dead",2004,99,4000000,7.9,18685,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"R",0,0,1,0,0,0,0,1.52277575818339,1
"1437","Shawshank Redemption, The",1994,142,25000000,9.1,149494,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,45.5,"R",0,0,0,1,0,0,0,2.45085751905275,1
"1438","She's All That",1999,95,10000000,5.5,13070,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,-0.333387763555339,2
"1439","She's So Lovely",1997,100,18000000,5.7,2280,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0,-0.178707470077112,1
"1440","She's the One",1996,96,3500000,6,3779,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0,0.0533129701402291,1
"1441","Shelter Island",2003,82,5000000,3.9,191,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-1.57083011138116,2
"1442","Shine",1996,105,5500000,7.6,12425,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0,1.29075531796605,1
"1443","Shipping News, The",2001,111,35000000,6.9,7695,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,1,0,0.749374290792253,1
"1444","Shooting Fish",1997,103,3000000,6.6,2701,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG",0,0,1,0,0,1,0,0.517353850574911,1
"1445","Shopping for Fangs",1997,90,100000,7.6,44,4.5,4.5,4.5,4.5,0,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0,1.29075531796605,1
"1446","Shot at Glory, A",2000,114,9000000,6.3,286,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,0.28533341035757,1
"1447","Showgirls",1995,131,45000000,3.8,11483,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"NC-17",0,0,0,1,0,0,0,-1.64817025812027,2
"1448","Showtime",2002,96,85000000,5.5,7689,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,-0.333387763555339,2
"1449","Shrek",2001,90,60000000,8,65146,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG",0,1,1,0,0,1,0,1.6001159049225,1
"1450","Shrek 2",2004,92,75000000,7.8,27236,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG",0,1,1,0,0,0,0,1.44543561144428,1
"1451","Shrink Is In, The",2001,87,6000000,4.9,319,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,1,0,-0.797428643990021,2
"1452","Sidewalks of New York",2001,108,1000000,6.5,1998,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"R",0,0,1,0,0,1,0,0.440013703835798,1
"1453","Sideways",2004,123,16000000,8,17051,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,1,1,0,0,0,1.6001159049225,1
"1454","Siege, The",1998,116,70000000,5.9,9725,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0,-0.0240271765988843,1
"1455","Signs",2002,108,72000000,7.1,40285,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0,0.904054584270479,1
"1456","Silent Trigger",1996,90,15000000,4.7,432,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",1,0,0,1,0,0,0,-0.952108937468249,2
"1457","Simon Birch",1998,113,20000000,6.8,4612,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,1,1,0,0,0,0.672034144053138,1
"1458","Simple Plan, A",1998,121,17000000,7.6,15398,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,1.29075531796605,1
"1459","Simple Wish, A",1997,89,28000000,5,423,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-0.720088497250908,2
"1460","Simply Irresistible",1999,94,6000000,4.7,3083,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0,-0.952108937468249,2
"1461","Sin City",2005,124,45500000,8.3,23473,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,45.5,"R",1,0,0,0,0,0,0,1.83213634513984,1
"1462","Sinbad: Legend of the Seven Seas",2003,86,60000000,6.5,2340,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"PG",0,1,0,0,0,0,0,0.440013703835798,1
"1463","Singing Detective, The",2003,109,10000000,5.3,1184,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,0,0,-0.488068057033567,2
"1464","Singles Ward, The",2002,102,500000,5.7,291,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"PG",0,0,1,1,0,1,0,-0.178707470077112,1
"1465","Siunin Wong Fei-hung tsi titmalau",1993,90,2000000,7.4,3173,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",1,0,1,0,0,0,0,1.13607502448782,1
"1466","Six-String Samurai",1998,91,2000000,6.2,1163,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"PG-13",1,0,0,0,0,0,0,0.207993263618457,1
"1467","Sixth Sense, The",1999,107,55000000,8.2,96987,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG-13",0,0,0,1,0,0,0,1.75479619840073,1
"1468","Skeletons in the Closet",2000,86,1500000,5.4,239,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,-0.410727910294453,2
"1469","Skin Deep",2003,89,400000,3.8,31,4.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,24.5,"R",1,0,1,1,0,0,0,-1.64817025812027,2
"1470","Skulls, The",2000,106,15000000,5.3,6530,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0,-0.488068057033567,2
"1471","Sky Captain and the World of Tomorrow",2004,106,40000000,6.5,12579,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"PG",1,0,0,0,0,0,0,0.440013703835798,1
"1472","Slackers",2002,86,11000000,4.7,2755,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0,-0.952108937468249,2
"1473","Slam",1998,100,1000000,7.1,569,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0,0.904054584270479,1
"1474","Slap Her... She's French",2002,92,10000000,4.7,811,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,-0.952108937468249,2
"1475","Slashers",2001,97,165000,5.2,213,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0,-0.56540820377268,2
"1476","Slaughter Rule, The",2002,112,500000,6,356,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0,0.0533129701402291,1
"1477","Sleepers",1996,147,44000000,7,17896,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0,0.826714437531366,1
"1478","Sleeping Dictionary, The",2003,109,12000000,6.1,696,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,1,0,0.130653116879343,1
"1479","Sleepover",2004,89,10000000,4.1,733,24.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0,-1.41614981790293,2
"1480","Sleepy Hollow",1999,105,65000000,7.4,38857,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0,1.13607502448782,1
"1481","Slums of Beverly Hills",1998,92,5000000,6.4,2914,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0,0.362673557096684,1
"1482","Small Soldiers",1998,110,40000000,5.8,6938,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,-0.101367323337998,1
"1483","Small Time Crooks",2000,94,18000000,6.5,6218,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,"PG",0,0,1,0,0,1,0,0.440013703835798,1
"1484","Smile Like Yours, A",1997,98,18000000,4.5,348,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0,-1.10678923094648,2
"1485","Smilla's Sense of Snow",1997,120,35000000,6.3,3722,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0,0.28533341035757,1
"1486","Smoke",1995,112,7000000,7.4,8111,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0,1.13607502448782,1
"1487","Smoke Signals",1998,88,2000000,7.2,2665,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG-13",0,0,1,1,0,0,0,0.981394731009594,1
"1488","Snake Eyes",1998,98,73000000,5.7,12091,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0,-0.178707470077112,1
"1489","Snatch.",2000,102,10000000,7.9,44785,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,1,0,0,0,0,1.52277575818339,1
"1490","Snitch",1998,90,11000000,6.2,412,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,"R",1,0,0,1,0,0,0,0.207993263618457,1
"1491","Snow Day",2000,89,13000000,4.6,1645,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,1,0,-1.02944908420736,2
"1492","Snow Dogs",2002,99,35000000,5.1,2379,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,-0.642748350511794,2
"1493","Snow Falling on Cedars",1999,127,36000000,6.7,4536,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0,0.594693997314025,1
"1494","Soho Square",2000,79,7000,4.9,45,4.5,4.5,14.5,4.5,4.5,14.5,14.5,4.5,0,24.5,"R",0,0,0,1,0,0,0,-0.797428643990021,2
"1495","Sol Goode",2001,99,3000000,5.4,291,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0,-0.410727910294453,2
"1496","Solaris",2002,99,47000000,6.3,11808,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,"PG-13",0,0,0,1,0,1,0,0.28533341035757,1
"1497","Soldier",1998,98,75000000,5.2,5590,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0,-0.56540820377268,2
"1498","Solitaire for 2",1995,106,1500000,4.8,122,4.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,14.5,"R",0,0,1,0,0,1,0,-0.874768790729135,2
"1499","Someone Like You...",2001,97,23000000,5.7,4249,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,-0.178707470077112,1
"1500","Sometimes They Come Back... Again",1996,98,3000000,2.9,630,44.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-2.3442315787723,2
"1501","Sometimes They Come Back... for More",1999,89,2000000,2.8,321,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-2.42157172551141,2
"1502","Son of the Mask",2005,94,74000000,1.9,1785,74.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG",1,0,1,0,0,0,0,-3.11763304616343,2
"1503","Songcatcher",2000,109,1800000,7.2,927,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0,0.981394731009594,1
"1504","Sons of Provo",2004,93,200000,4.3,35,4.5,14.5,4.5,4.5,4.5,0,4.5,14.5,4.5,44.5,"PG",0,0,1,0,0,0,0,-1.2614695244247,2
"1505","Sorority Boys",2002,93,12000000,5.1,2398,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0,-0.642748350511794,2
"1506","Soul Assassin",2001,96,7000000,4,376,14.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0,-1.49348996464204,2
"1507","Soul Food",1997,114,7500000,6.5,1166,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,24.5,"R",0,0,1,1,0,0,0,0.440013703835798,1
"1508","Soul Plane",2004,92,16000000,3.2,2361,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0,-2.11221113855495,2
"1509","Soul Survivors",2001,84,14000000,3.6,2305,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0,-1.8028505515985,2
